award_key,funding_agency_name,awarding_agency_cd,awarding_agency_name,funding_tas,tas_sub_account,fiscal_year,fiscal_qtr,input_version,award_type,award_date,award_description, award_amount ,local_amount,project_name,project_description,project_status,job_creation,Cost Per Job,number_of_jobs,total_fed_arra_received,total_fed_arra_exp,total_infrastructure_exp,infrastrucutre_rationale,pop_state_cd,pop_country_cd,pop_city,pop_latitude,pop_longitude,vendor_duns
88784,Department of Health and Human Services,7500,Department of Health and Human Services,75-0131,,2013,4,1,Grant,2/8/2010,"CORHIO will have primary responsibility for coordinating, convening, and providing technical services to  establish a new statewide health information network throughout the State, building on Colorado's impressive array of local and regional HIE and quality improvement activities. The project represents the accumulated knowledge and experience throughout the State of Colorado that contribute to a distinct readiness for expanding health information technology (HIT) and health information exchange (HIE) across the state, as well as ambitious goals for achieving state-wide meaningful use of HIT and HIE by 2015. By aligning the numerous efforts already underway in Colorado and the opportunities presented by ARRA, Colorado is poised to effectively and successfully expand use of electronic capabilities to improve the health of all Coloradans. Our vision, goals, objectives, and strategies for Colorado's statewide health information network, including how we support health care providers' meaningful use of EHRs, are briefly described below. Vision: Colorado will have an effective statewide system for electronic health information exchange used to promote and protect Coloradan's health and continuously improve the quality, cost-effectiveness, and accessibility of health care services. Mission: To facilitate health information exchange to improve care for all Coloradans. Goals: The goals identified for the purposes of successfully implementing HIT and HIE across Colorado are the following: 1. 85% of all primary care providers/safety net community will be meaningful users of EHRs by 2014; 2. 85% of all providers will be meaningful users of EHRs by 2015; 3. Achieve financial viability and sustainability for HIE by 2015; 4. Coordinate with Medicare, Medicaid and other ARRA funded programs; and 5.Maintain capability to be flexible and adapt to developing environments.  ","10,894,560",10747560,COLORADO STATEWIDE HEALTH INFORMATION EXCHANGE PROJECT,"Project Status is not fully completed as of this report due to 2/1/2014 Federal notice that the 12/31/2013 ARRA 1512 report is retroactively CORHIO's final report, the Total Federal Amount of ARRA Funds Received/Invoiced and the Total Federal Amount of ARRA Expenditure is accurately reflected as of 12/31/2013.  However these fields do not equal Amount of Award because this report is submitted prior to the grant end date of 2/7/2014 and prior to the subsequent 90 day close out period allowed under this program.  Quarterly activities included: community outreach, contracting for HIE services with hospitals, providers, labs, long-term care providers, mental health providers and other HIE's, assessment/data analysis/interface development of participants (hospitals and providers) in San Luis Valley, Boulder, Colorado Springs, Pueblo, Denver, Northern Colorado, Summit County and Statewide. Ongoing operations/help desk support. Focus for this quarter was on completion of the challenge grant activities related to long-term care providers and work on the final evaluation of the program.",More than 50% Completed," LTPAC Coordinator (1); Administrative Support Staff (3); Director,Policy & Public Sector Initiatives (1); HIM (3); Provider Support Specialist (1); Alamosa County Public Health Dept: Public Health Nurse, Team Leader, Clerical (2), Supervisor; Balfour: Health Information Manager, Director of Nursing, Unit Coordinator (3);  The Denver Hospice: Admissions Coordinator, Coder, Care Coordinator (2);  Gentiva Home Health: RN (4),Branch Director, Intake Supervisor, Care Team Coordinator; Gentive Hospice: Admissions Coordinator, Medical Director, Quality Manager;  Liberty Heights: MDS Coordinator, Community Liason, HIM, NHA; Life Care Centers of America: Clinical Liaisons, Admissions Director, HIM, On-Site Physicians; Sangre de Cristo Hospice: Admissions Coordinator, Medical Records Director, Medical Records Clerk, Customer Service Manager; Interim Healthcare: Clinical Case Manager (2), Administrator (3), Intake Coordinator (2), Assistant Director; Christian Living Communities: Nurse Manager, Nurse Unit Manager,MDS Coordinator;  Colorado State Veterans Center Homelake: Admissions/Marketing Director, Assistant DON DOM; Complete Home Health Care North:  Clinical Supervisor RN, Intake Coordinator, Branch Manager; TRU Community Care: Medical Services Admin Assistant, Medical Records Coder, Medical Records Coordinator, Intake Coordinator, Admissions Manager, Director of Quality & Education;  VIVAGE: Westwind Campus: Admission Director; Parkview Care Center: Health Information Corrdinator, Admission Coordinator;  Brookshire House: Social Services Director, HIM, NHA; Sierra Rehabilitation & Care: Health Information Manager, NHA, CRC, MDS: Fairacres Manor: Admissions Assistant, Admissions Director; Social Services & Admissions Director;  Clear Creek Care Center: Director of Admissions & Case Management, TCU Case Manager.","1,089,456.00",10,9965245.03,10498648.16,0,,CO,US,Denver,39.704635,-104.935412,
98891,Rural Utilities Service,1.20E+03,Rural Utilities Service,Dec-80,,2013,4,1,Grant,2/16/2010,"Rehabilitate majority of existing sewer lines.  This will address serious inflow and infiltration issues in the system. Once the project is completed, the Town expects the Water/Wastewater Fund to have the ability to save money on sewer treatment costs, to be able to build adequate reserves and to assist in the Town's future growth by freeing up capacity within the sewer system.  The Town of Sharpsburg will not only have a rehabilitated system but also sufficient equipment to maintain the sewer system going forward.","2,790,000",2790000,Wastewater System Improvement,"This project is the replacement, repair and rehabilitation of an existing sewer collection system serving the Town of Sharpsburg.  Thus far in the project the design and permitting of the project is complete. The project has been bid and awarded for construction and construction has begun.  Construction activities complete to date include the cleaning, camering and reporting of approximately 65,000 LF of sewer main, replacement of a 4' force main , repairs and replacement of gravity sewer mains and manholes, installation of new electrical services and pump station controls, new wet well installation, paving of repair areas, and seeding and clean-up of disturbed areas.",More than 50% Completed,"Types of jobs used for this project include:  Engineer, Designer,Construction Inspector, Superintendent, Foreman, Backhoe Operator, Laborer,  Field Supervisor, Field Laborer, Electrician, and Mechanic.  The impact resulting in the Recovery Act funds is that the individuals were able to maintain their current employment with the funding provided for the project.","279,000.00",10,2641936.86,2641936.86,2641936.86,"The project will invest in the aging infrastructure of a rural town in North Carolina.  It will provide employment to may individuals who may have otherwise been layed off from their respective jobs.  It will allow the Town of Sharpsburg to manage, maintain and monitor the sewage collection system that serves the citizens fo Sharpsburg and it will extend the life of the utility and decrease the probability of sewer spills that could contaminate the environment.",NC,US,Sharpsburg,35.867166,-77.828737,
103602,Department of the Army,2100,Department of the Army,21-2022,,2013,4,null,Contract,4/14/2010,Decentralization of Steam Plant at Fort Myer.,"3,677,024",3677024,,The project is in the final stages. Percent complete are as follows; Bldg 246 100%; Bldg 247 100%; Bldg 248 100%; Bldg 250 100%; Bldg 251 100%; Bldg 410 100%; Bldg 416 100% and Bldg 450 100%. Bldg 249 45%. The overall project is 97% complete. Demolition of Steam Plant is still in progress at 40% as well as contract change order.,More than 50% Completed,"HVAC Journeymans,Electricians Superintendent, Project Managers, Administrative","367,702.40",10,3601664,,,,VA,US,Fort Myer,38.88544236,-77.08378805,
105808,Rural Utilities Service,1.20E+03,Rural Utilities Service,26-Dec,,2013,4,null,Loan,6/10/2010,NEW 2.0 MGDCONVENTIONAL WATER TREATMENT PLANT,"5,542,000",5542000,PHASE I,2.0 MGD WATERPLANT--BASIC ENGINEERING;ELECTRICIANS HAVE TESTED ALL UTILITIES IN THE ENTIRE PLANT;INTSAKE STRUCTURE IS BEING WORKED ON; AS WELL SCADA SYSTEM IS BEING CONFIGURED.,More than 50% Completed,LABOR OPERATORS ENGINEERING ,"554,200.00",10,757853,757853,757853,PROVIDING CLEAN DRINKING WATER TO THE COMMUNITY--CREATE MORE JOB OPPORTUNITIES FOR OUR COMMUNITY,TX,US,RIO GRANDE CITY,26.382395,-98.890712,
115053,National Oceanic and Atmospheric Administration,1330,National Oceanic and Atmospheric Administration,13-1454,,2013,4,null,Contract,9/7/2010,"Design Build for the Demolition, Restoration & Upgrades of the Existing Southwest Fishereis Science Center (SWFSC) in La Jolla, California","7,602,962",3377769,,"On-Site work on this project began in October 2013, design work began in the fourth quarter of 2010. On-site work was scheduled to begin in March 2012 and was delayed which mean  the contractor and subcontractors  workforce experienced a decrease in jobs and job retention. Due to the  11/2 year delay Allied Industries identified in the list below is no longer in business.  Allied Industries will not be performing work; they were unable to create or retain jobs due to this AARA project. Due to the nature of this report Allied Industries cannot be removed from the AARA list .   Work that was performed this period involved structural demolition of three buildings involving the services of laborers and operators. The estimated number of jobs created during the third quarter of 2013 represented approximately 9.92 full time equivalent. The expected outcome of this contract is to remove 3 buildings from the site and structural support the remaining building on the site. The work when complete will be turned over to UCSD as a part of an agreement between UCSD and  NOAA  ",Less Than 50% Completed,Jobs Created WPC Quality Control Manager/Safety Officer   1.08 FTE  Jobs Retained Project Engineer 1.01 FTE Plumbing .10 FTE Concrete .08 FTE Demolition 5.84 FTE Superintendent .80 FTE Senior Project Manager .05 FTE Project Manager .96 FTE ,"760,296.20",10,1502275.26,,,,CA,US,La Jolla,32.867748,-117.252093,
116334,Rural Utilities Service,1.20E+03,Rural Utilities Service,Dec-46,,2013,4,null,Loan,8/10/2010,"Hope, Tower City, Sanborn FTTH","713,289",713289,ICTC FTTH Upgrade,Fiber construction has been completed.  Switching installation is in progress,More than 50% Completed,Fiber construction jobs and switching installation jobs,"71,328.90",10,502177,502177,0,,ND,US,Hope,47.32223,-97.722852,
117988,Rural Utilities Service,1.20E+03,Rural Utilities Service,26-Dec,,2013,4,null,Loan,7/2/2010,Upgrade existing rural water system.,"4,992,500",4992500,Water System Improvements,Supplies and labor for distribution by Contract A&B,More than 50% Completed,Construction Laborers,"499,250.00",10,761820,1318338.75,761800.98,Upgrading existing water system.,TX,US,Waller,30.17674604,-95.88999707,
118495,Indian Health Service,7527,Indian Health Service,75-0392,,2013,4,null,Contract,9/21/2010,FIRE SPRINKLER DESIGN AND INSTALLATION - MULTIPLE SITES - NORTH AND SOUTH DAKOTA,"1,159,737",984596.1,,FIRE SPRINKLER DESIGN AND INSTALLATION - MULTIPLE SITES - NORTH AND SOUTH DAKOTA,Completed,"PLUMBERS, SPRINKLER FITTER, ELECTRICIANS, ALL THESE JOBS WERE MAINTAINED IN ORDER TO COMPLETE CONTRACT.","115,973.71",10,1129970.1,,,,ND,US,MINOT,48.10122426,-101.3133057,
118970,Rural Utilities Service,1.20E+03,Rural Utilities Service,12-1232,,2013,4,null,Grant,8/10/2010,"Hope, Tower City, Sanborn FTTH","1,625,362",1625362,ICTC FTTH Upgrade,Fiber construction has been completed. Switching installation is in progress.,More than 50% Completed,Fiber construction jobs and switching installation jobs,"162,536.20",10,1144304,1144304,0,,ND,US,Hope,47.32223,-97.722852,
121491,Natural Resources Conservation Service,12C3,Natural Resources Conservation Service,12-1073,,2013,4,null,Grant,9/17/2010,"Grant for the construction of a flood control dam near Wilber, Nebraska.","550,000",550000,Wilber Dam,Design (100%) Land Rights (100%) Construction Completed (100%),Completed,Construction Jobs,"55,000.00",10,375079.99,375079.99,375079.99,"Prevent Flood Damages in City of Wilber, Nebraska.",NE,US,Beatrice ,40.284579,-96.743538,
121979,Rural Housing Service,1.20E+04,Rural Housing Service,Dec-51,,2013,4,null,Grant,9/30/2010,City of Denmark Library,"377,390",377390,City of Denmark Library,construction neary complete,More than 50% Completed,"bricklayers, carpenters,painters","37,739.00",10,278830.72,278830.72,0,,SC,US,Denmark,33.3183,-81.143084,
122649,Rural Housing Service,1.20E+04,Rural Housing Service,Dec-51,,2013,4,null,Grant,9/30/2010,grant to allow construction of a Foster and Adoption Center,"280,000",280000,Animal Advocates Friends For Life Foster Center,Project has been fully completed. CO was issued and center opened in June 2013,Completed,"4 FT Veterinary Assistants, 4 FT Kennel assistants,2 PT kennel Assistants, 1 Architect for construction","28,000.00",10,280000,280000,0,,SC,US,Barnwell,33.244578,-81.358929,
